0,1.436,2.417
0.5,1.436,2.429
1,1.428,2.434
1.5,1.433,2.441
2,1.426,2.441
2.5,1.431,2.427
3,1.433,2.422
3.5,1.436,2.415
4,1.433,2.407
4.5,1.428,2.4
5,1.431,2.393
5.5,1.428,2.388
6,1.431,2.375
6.5,1.428,2.368
7,1.431,2.356
7.5,1.428,2.349
8,1.438,2.341
8.5,1.418,2.332
9,1.414,2.319
9.5,1.421,2.31
10,1.423,2.31
10.5,1.436,2.28
11,1.436,2.258
11.5,1.44,2.261
12,1.438,2.266
12.5,1.433,2.271
13,1.431,2.266
13.5,1.431,2.256
14,1.433,2.246
14.5,1.436,2.236
15,1.433,2.227
15.5,1.428,2.219
16,1.431,2.209
16.501,1.431,2.202
17.001,1.431,2.192
17.501,1.431,2.183
18.001,1.44,2.173
18.501,1.411,2.163
19.001,1.418,2.153
19.501,1.423,2.148
20.001,1.431,2.136
20.501,1.431,2.1
21.001,1.436,2.1
21.501,1.433,2.104
22.001,1.436,2.109
22.501,1.436,2.104
23.001,1.436,2.095
23.501,1.433,2.09
24.001,1.436,2.08
24.501,1.433,2.07
25.001,1.438,2.063
25.501,1.433,2.051
26.001,1.433,2.046
26.501,1.431,2.036
27.001,1.433,2.024
27.501,1.44,2.017
28.001,1.414,2.009
28.501,1.414,2.002
29.001,1.426,1.997
29.501,1.431,1.98
30.001,1.433,1.948
30.501,1.438,1.951
31.001,1.436,1.953
31.501,1.433,1.958
32.001,1.436,1.953
32.501,1.433,1.946
33.001,1.436,1.938
33.501,1.433,1.929
34.001,1.431,1.919
34.501,1.431,1.914
35.001,1.433,1.902
35.501,1.431,1.895
36.001,1.428,1.887
36.501,1.433,1.88
37.001,1.44,1.873
37.501,1.416,1.863
38.001,1.414,1.858
38.501,1.426,1.851
39.001,1.428,1.848
39.501,1.436,1.824
40.001,1.438,1.802
40.501,1.433,1.802
41.001,1.438,1.807
41.501,1.436,1.807
42.001,1.433,1.804
42.501,1.436,1.799
43.001,1.438,1.792
43.501,1.436,1.78
44.001,1.436,1.772
44.501,1.431,1.763
45.001,1.436,1.758
45.501,1.44,1.748
46.001,1.436,1.741
46.501,1.431,1.731
47.001,1.433,1.729
47.501,1.428,1.719
48.001,1.431,1.711
48.501,1.433,1.704
49.001,1.436,1.699
49.502,1.409,1.685
50.002,1.418,1.685
50.502,1.421,1.677
51.002,1.428,1.675
51.502,1.433,1.655
52.002,1.438,1.628
52.502,1.436,1.633
53.002,1.44,1.631
53.502,1.438,1.633
54.002,1.436,1.636
54.502,1.44,1.626
55.002,1.44,1.619
55.502,1.438,1.614
56.002,1.433,1.606
56.502,1.431,1.602
57.002,1.431,1.592
57.502,1.436,1.587
58.002,1.433,1.577
58.502,1.431,1.57
59.002,1.428,1.562
59.502,1.431,1.56
60.002,1.431,1.553
60.502,1.44,1.548
61.002,1.423,1.538
61.502,1.414,1.531
62.002,1.421,1.523
62.502,1.428,1.526
63.002,1.433,1.514
63.502,1.438,1.487
64.002,1.44,1.492
64.502,1.438,1.497
65.002,1.436,1.504
65.502,1.436,1.509
66.002,1.436,1.506
66.502,1.44,1.506
67.002,1.436,1.504
67.502,1.438,1.504
68.002,1.431,1.501
68.502,1.436,1.501
69.002,1.431,1.501
69.502,1.433,1.499
70.002,1.433,1.499
70.502,1.433,1.499
71.002,1.431,1.499
71.502,1.431,1.499
72.002,1.431,1.497
72.502,1.438,1.497
73.002,1.421,1.497
73.502,1.411,1.497
74.002,1.418,1.494
